circuit_depth,num_gates,num_qubits,entanglement,circuit_type,noise_level,gate_density,two_qubit_ratio,strategy,none_accuracy,zne_accuracy,mem_accuracy,cdr_accuracy,best_accuracy
3,3,2,swap,random,medium,0.5,0.0,zne,0.5235085660828314,0.6235085660828313,0.5935085660828314,0.5535085660828314,0.6235085660828313
3,3,3,swap,random,heavy,0.3333333333333333,0.3333333333333333,none,0.8638089417861086,0.9638089417861085,0.9438089417861085,0.8938089417861086,0.8638089417861086
7,10,4,cz,random,heavy,0.35714285714285715,0.5,zne,0.6543571420327514,0.7543571420327514,0.7443571420327514,0.6963571420327515,0.7543571420327514
4,5,4,cz,random,medium,0.3125,0.8,zne,0.8803628152638873,0.9803628152638872,0.95,0.92,0.9803628152638872
2,2,2,swap,random,medium,0.5,0.0,none,0.9944130907836597,1.0944130907836598,0.95,0.92,0.9944130907836597
6,6,3,swap,random,medium,0.3333333333333333,0.6666666666666666,zne,0.8223395744261314,0.9223395744261313,0.9023395744261313,0.8723395744261314,0.9223395744261313
4,5,4,swap,random,medium,0.3125,0.6,zne,0.9001928507934476,1.0001928507934477,0.95,0.92,1.0001928507934477
5,5,2,cx,random,light,0.5,0.6,none,0.8980699672455228,0.9980699672455228,0.95,0.92,0.8980699672455228
3,3,3,cz,random,light,0.3333333333333333,0.3333333333333333,none,0.974368011020056,1.074368011020056,0.95,0.92,0.974368011020056
6,11,6,cz,random,medium,0.3055555555555556,0.7272727272727273,mem,0.8429901600030257,0.9429901600030257,0.95,0.9057174327302985,0.95
5,10,7,cx,random,light,0.2857142857142857,0.5,mem,0.6545554825185286,0.7545554825185286,0.7745554825185286,0.6965554825185286,0.7745554825185286
4,8,6,cx,random,heavy,0.3333333333333333,0.625,mem,0.6645252100780019,0.7645252100780019,0.7745252100780019,0.724525210078002,0.7745252100780019
6,9,6,swap,random,heavy,0.25,0.4444444444444444,mem,0.7903841098748613,0.8903841098748613,0.9003841098748613,0.8603841098748612,0.9003841098748613
4,6,4,cz,random,heavy,0.375,0.16666666666666666,zne,0.688903404780725,0.788903404780725,0.778903404780725,0.738903404780725,0.788903404780725
5,8,3,swap,random,light,0.5333333333333333,0.25,zne,0.3373252211399176,0.43732522113991756,0.4173252211399176,0.3673252211399176,0.43732522113991756
8,11,3,cz,random,medium,0.4583333333333333,0.36363636363636365,zne,0.6019839743522548,0.7019839743522548,0.6819839743522548,0.6319839743522548,0.7019839743522548
3,4,7,cx,random,heavy,0.19047619047619047,0.25,mem,0.8320590911168014,0.9320590911168014,0.95,0.8920590911168014,0.95
5,6,4,swap,random,medium,0.3,0.5,zne,0.9122787928699467,1.0122787928699468,0.95,0.92,1.0122787928699468
3,6,8,cx,random,light,0.25,0.5,zne,0.9736912147509578,1.0736912147509579,0.95,0.92,1.0736912147509579
5,12,8,cz,random,light,0.3,0.5,mem,0.7150843456367821,0.8150843456367821,0.8450843456367821,0.7550843456367822,0.8450843456367821
6,11,5,cz,random,heavy,0.36666666666666664,0.5454545454545454,zne,0.5635902026160897,0.6635902026160897,0.6635902026160897,0.6154083844342715,0.6635902026160897
2,2,3,cx,random,heavy,0.3333333333333333,0.5,none,0.9191572080853887,1.0191572080853888,0.95,0.92,0.9191572080853887
3,5,5,cz,random,light,0.3333333333333333,0.6,zne,0.9552228624873731,1.0552228624873732,0.95,0.92,1.0552228624873732
5,5,3,cx,random,medium,0.3333333333333333,0.4,none,0.9073387507659267,1.0073387507659268,0.95,0.92,0.9073387507659267
3,6,4,cx,random,heavy,0.5,0.3333333333333333,zne,0.76082222061433,0.86082222061433,0.85082222061433,0.8108222206143301,0.86082222061433
2,3,3,swap,random,medium,0.5,0.0,none,0.9894786007452576,1.0894786007452577,0.95,0.92,0.9894786007452576
3,3,3,cz,random,light,0.3333333333333333,0.6666666666666666,none,0.9599200187978303,1.0599200187978304,0.95,0.92,0.9599200187978303
3,4,6,cx,random,medium,0.2222222222222222,0.5,mem,0.8697215072712324,0.9697215072712324,0.95,0.8997215072712325,0.95
6,11,4,cx,random,heavy,0.4583333333333333,0.36363636363636365,zne,0.45465739103971914,0.5546573910397191,0.5446573910397191,0.5064755728579009,0.5546573910397191
3,3,4,cx,random,medium,0.25,0.3333333333333333,zne,0.9668384614950306,1.0668384614950306,0.95,0.92,1.0668384614950306
5,7,7,cz,random,light,0.2,0.2857142857142857,zne,0.9783538175195623,1.0783538175195624,0.95,0.92,1.0783538175195624
7,8,4,cz,random,medium,0.2857142857142857,0.25,zne,0.6989631391931714,0.7989631391931714,0.7889631391931714,0.7289631391931715,0.7989631391931714
7,10,6,swap,random,heavy,0.23809523809523808,0.4,mem,0.7973823578426071,0.8973823578426071,0.9073823578426071,0.8513823578426072,0.9073823578426071
2,2,8,cx,random,heavy,0.125,0.5,zne,0.9604481688064124,1.0604481688064125,0.95,0.92,1.0604481688064125
4,5,4,cx,random,heavy,0.3125,0.6,zne,0.7883149200661227,0.8883149200661227,0.8783149200661227,0.8423149200661227,0.8883149200661227
2,4,7,cz,random,light,0.2857142857142857,0.25,zne,0.9838726477125751,1.083872647712575,0.95,0.92,1.083872647712575
4,6,4,swap,random,medium,0.375,0.6666666666666666,zne,0.8817935670861394,0.9817935670861394,0.95,0.92,0.9817935670861394
3,5,4,swap,random,light,0.4166666666666667,0.0,zne,0.9519936255162756,1.0519936255162756,0.95,0.92,1.0519936255162756
5,9,4,cx,random,medium,0.45,0.5555555555555556,zne,0.6252481956666693,0.7252481956666693,0.7152481956666693,0.6952481956666693,0.7252481956666693
8,8,3,cx,random,medium,0.3333333333333333,0.75,cdr,0.754782670043794,0.8547826700437939,0.8347826700437939,0.8597826700437939,0.8597826700437939
7,12,3,cz,random,heavy,0.5714285714285714,0.25,zne,0.37020782965498433,0.4702078296549843,0.45020782965498435,0.4102078296549843,0.4702078296549843
3,3,2,cx,random,heavy,0.5,0.6666666666666666,none,0.7597383061581713,0.8597383061581713,0.8297383061581713,0.8297383061581712,0.7597383061581713
3,5,5,swap,random,light,0.3333333333333333,0.4,zne,0.612908427130461,0.712908427130461,0.712908427130461,0.642908427130461,0.712908427130461
6,7,6,swap,random,light,0.19444444444444445,0.2857142857142857,mem,0.8123459366458622,0.9123459366458622,0.9223459366458622,0.8594887937887193,0.9223459366458622
5,8,6,cz,random,medium,0.26666666666666666,0.25,mem,0.8627774796712063,0.9627774796712063,0.95,0.8927774796712064,0.95
5,8,3,cx,random,light,0.5333333333333333,0.25,none,0.9894786007452576,1.0894786007452577,0.95,0.92,0.9894786007452576
6,11,6,swap,random,medium,0.3055555555555556,0.45454545454545453,mem,0.7356987878888623,0.8356987878888623,0.8456987878888623,0.7766078787979532,0.8456987878888623
5,7,7,cz,random,medium,0.2,0.42857142857142855,zne,0.9308561832337906,1.0308561832337906,0.95,0.92,1.0308561832337906
3,6,7,swap,random,heavy,0.2857142857142857,0.5,mem,0.7514002485320653,0.8514002485320653,0.8714002485320653,0.7814002485320654,0.8714002485320653
6,9,4,cx,random,medium,0.375,0.3333333333333333,zne,0.6855540894566671,0.785554089456667,0.775554089456667,0.7288874227900004,0.785554089456667
3,3,6,swap,random,heavy,0.16666666666666666,0.6666666666666666,zne,0.9166249803096554,1.0166249803096554,0.95,0.92,1.0166249803096554
8,12,3,swap,random,heavy,0.5,0.4166666666666667,zne,0.3375107324474861,0.43751073244748606,0.4175107324474861,0.37751073244748606,0.43751073244748606
5,8,8,cz,random,heavy,0.2,0.5,mem,0.7448922290427938,0.8448922290427938,0.8748922290427938,0.7898922290427939,0.8748922290427938
4,8,6,cz,random,medium,0.3333333333333333,0.625,mem,0.89153389287776,0.99153389287776,0.95,0.92,0.95
7,7,3,swap,random,heavy,0.3333333333333333,0.5714285714285714,zne,0.6987697625506407,0.7987697625506407,0.7787697625506407,0.7459126196934979,0.7987697625506407
4,7,7,swap,random,heavy,0.25,0.42857142857142855,mem,0.5125459506300403,0.6125459506300402,0.6325459506300403,0.5596888077728974,0.6325459506300403
4,4,2,cx,random,light,0.5,0.5,none,0.9424411182114449,1.042441118211445,0.95,0.92,0.9424411182114449
2,3,5,cz,random,light,0.3,0.3333333333333333,zne,0.9860723865890955,1.0860723865890956,0.95,0.92,1.0860723865890956
6,9,2,cx,random,medium,0.75,0.2222222222222222,zne,0.3,0.4,0.37,0.3433333333333333,0.4
5,6,6,cx,random,medium,0.2,0.6666666666666666,zne,0.9042585380368364,1.0042585380368365,0.95,0.92,1.0042585380368365
5,7,3,cx,random,light,0.4666666666666667,0.2857142857142857,zne,0.330275119833899,0.430275119833899,0.410275119833899,0.37741797697675616,0.430275119833899
2,2,2,cx,random,heavy,0.5,0.0,zne,0.5003522779631921,0.6003522779631921,0.5703522779631922,0.5303522779631922,0.6003522779631921
2,2,7,cx,random,medium,0.14285714285714285,0.0,zne,0.9219571821736555,1.0219571821736555,0.95,0.92,1.0219571821736555
3,3,6,cz,random,light,0.16666666666666666,0.6666666666666666,zne,0.9817397539372109,1.081739753937211,0.95,0.92,1.081739753937211
4,8,6,cx,random,medium,0.3333333333333333,0.375,mem,0.7659430144206557,0.8659430144206557,0.8759430144206557,0.7959430144206557,0.8759430144206557
8,10,8,swap,random,light,0.15625,0.6,zne,0.9625434505596207,1.0625434505596207,0.95,0.92,1.0625434505596207
5,6,3,cx,random,heavy,0.4,0.5,zne,0.5305493843444156,0.6305493843444155,0.6105493843444155,0.5605493843444156,0.6305493843444155
11,12,3,cz,random,medium,0.36363636363636365,0.5833333333333334,zne,0.3585107312253534,0.45851073122535335,0.4385107312253534,0.39851073122535335,0.45851073122535335
3,3,2,cz,random,light,0.5,0.3333333333333333,none,0.7322336264238469,0.8322336264238469,0.802233626423847,0.762233626423847,0.7322336264238469
6,9,6,cz,random,medium,0.25,0.3333333333333333,mem,0.7894039262047011,0.8894039262047011,0.8994039262047011,0.8194039262047011,0.8994039262047011
4,6,4,swap,random,heavy,0.375,0.3333333333333333,zne,0.6646219075903482,0.7646219075903482,0.7546219075903482,0.7146219075903483,0.7646219075903482
5,7,7,cx,random,medium,0.2,0.42857142857142855,mem,0.7923588580288701,0.89235885802887,0.9123588580288701,0.8223588580288701,0.9123588580288701
4,8,6,cz,random,medium,0.3333333333333333,0.25,mem,0.8555556019568156,0.9555556019568155,0.95,0.9005556019568156,0.95
7,9,5,cx,random,light,0.2571428571428571,0.4444444444444444,zne,0.9434529078215879,1.043452907821588,0.95,0.92,1.043452907821588
3,4,2,swap,random,heavy,0.6666666666666666,0.25,none,0.8182282164353315,0.9182282164353315,0.8882282164353315,0.8482282164353315,0.8182282164353315
3,6,7,cx,random,medium,0.2857142857142857,0.16666666666666666,zne,0.9498817082036904,1.0498817082036904,0.95,0.92,1.0498817082036904
3,3,7,cz,random,heavy,0.14285714285714285,0.3333333333333333,mem,0.8341474931208857,0.9341474931208856,0.95,0.9041474931208856,0.95
9,11,2,cx,random,medium,0.6111111111111112,0.18181818181818182,zne,0.3,0.4,0.37,0.3409090909090909,0.4
5,7,4,swap,random,medium,0.35,0.42857142857142855,zne,0.515844072349357,0.615844072349357,0.605844072349357,0.5629869294922142,0.615844072349357
6,10,7,cz,random,heavy,0.23809523809523808,0.8,mem,0.7373947532308738,0.8373947532308738,0.8573947532308738,0.7913947532308738,0.8573947532308738
3,7,6,cz,random,medium,0.3888888888888889,0.2857142857142857,zne,0.9148034064142542,1.0148034064142541,0.95,0.92,1.0148034064142541
2,3,5,swap,random,light,0.3,0.3333333333333333,zne,0.9914532238646412,1.0914532238646413,0.95,0.92,1.0914532238646413
6,8,3,cz,random,medium,0.4444444444444444,0.125,zne,0.6348199465118889,0.7348199465118889,0.7148199465118888,0.6648199465118889,0.7348199465118889
4,9,7,cz,random,medium,0.32142857142857145,0.3333333333333333,mem,0.683007922021263,0.783007922021263,0.803007922021263,0.7130079220212631,0.803007922021263
3,3,3,cz,random,light,0.3333333333333333,0.3333333333333333,none,0.9660890429137102,1.0660890429137102,0.95,0.92,0.9660890429137102
2,2,6,cx,random,light,0.16666666666666666,0.0,zne,1.000000000024045,1.100000000024045,0.95,0.92,1.100000000024045
5,9,4,cx,random,light,0.45,0.3333333333333333,zne,0.48237741752415386,0.5823774175241538,0.5723774175241538,0.5257107508574872,0.5823774175241538
3,6,5,cx,random,heavy,0.4,0.16666666666666666,zne,0.9071575914880292,1.0071575914880293,0.95,0.92,1.0071575914880293
2,3,3,cz,random,medium,0.5,0.0,none,0.9903753739726116,1.0903753739726116,0.95,0.92,0.9903753739726116
4,6,6,cz,random,medium,0.25,0.16666666666666666,mem,0.8994258672261065,0.9994258672261065,0.95,0.92,0.95
6,12,7,cx,random,medium,0.2857142857142857,0.25,mem,0.7923968139030508,0.8923968139030508,0.9123968139030508,0.8423968139030509,0.9123968139030508
5,8,5,cx,random,light,0.32,0.75,zne,0.9456492106677931,1.045649210667793,0.95,0.92,1.045649210667793
5,10,5,cx,random,light,0.4,0.4,zne,0.9472531959913433,1.0472531959913434,0.95,0.92,1.0472531959913434
3,4,3,cz,random,light,0.4444444444444444,0.0,none,1.0000000000480898,1.1000000000480898,0.95,0.92,1.0000000000480898
6,7,3,swap,random,medium,0.3888888888888889,0.5714285714285714,zne,0.5505928784052965,0.6505928784052964,0.6305928784052964,0.5805928784052965,0.6505928784052964
4,12,6,cx,random,light,0.5,0.16666666666666666,mem,0.6496309228192503,0.7496309228192503,0.7596309228192503,0.6796309228192503,0.7596309228192503
4,6,8,swap,random,medium,0.1875,0.5,mem,0.8215458532369082,0.9215458532369082,0.95,0.8715458532369083,0.95
6,6,4,cx,random,heavy,0.25,0.5,zne,0.8105869744999188,0.9105869744999188,0.9005869744999188,0.8605869744999188,0.9105869744999188
1,1,7,swap,random,heavy,0.14285714285714285,0.0,zne,1.00000000002061,1.10000000002061,0.95,0.92,1.10000000002061
3,5,7,cx,random,light,0.23809523809523808,0.4,zne,0.9680390208318508,1.0680390208318509,0.95,0.92,1.0680390208318509
3,4,8,cx,random,heavy,0.16666666666666666,0.25,zne,0.9649847862092339,1.0649847862092339,0.95,0.92,1.0649847862092339
7,9,3,swap,random,heavy,0.42857142857142855,0.3333333333333333,zne,0.708158268429044,0.8081582684290439,0.7881582684290439,0.7514916017623773,0.8081582684290439
8,9,3,cx,random,light,0.375,0.6666666666666666,zne,0.3755369594570127,0.4755369594570127,0.4555369594570127,0.43220362612367935,0.4755369594570127
5,7,3,cx,random,heavy,0.4666666666666667,0.5714285714285714,none,0.6613985357394301,0.7613985357394301,0.74139853573943,0.7256842500251444,0.6613985357394301
3,5,3,cx,random,heavy,0.5555555555555556,0.2,zne,0.38572193989034465,0.4857219398903446,0.46572193989034466,0.41572193989034467,0.4857219398903446
7,11,6,cz,random,heavy,0.2619047619047619,0.36363636363636365,mem,0.6855568697456935,0.7855568697456935,0.7955568697456935,0.7155568697456935,0.7955568697456935
3,4,6,swap,random,light,0.2222222222222222,0.25,mem,0.8236430942888309,0.9236430942888308,0.9336430942888309,0.8536430942888309,0.9336430942888309
4,4,2,cx,random,heavy,0.5,0.5,none,0.7356291845331466,0.8356291845331466,0.8056291845331467,0.7956291845331467,0.7356291845331466
3,4,4,swap,random,heavy,0.3333333333333333,0.75,zne,0.7993076896488868,0.8993076896488867,0.8893076896488867,0.8593076896488867,0.8993076896488867
3,3,6,cx,random,light,0.16666666666666666,0.3333333333333333,zne,0.94424682207912,1.0442468220791201,0.95,0.92,1.0442468220791201
4,9,6,swap,random,light,0.375,0.2222222222222222,mem,0.8304972901389496,0.9304972901389496,0.9404972901389496,0.8738306234722829,0.9404972901389496
9,11,6,cx,random,medium,0.2037037037037037,0.6363636363636364,mem,0.7120225288548616,0.8120225288548616,0.8220225288548616,0.7856588924912252,0.8220225288548616
4,8,8,swap,random,medium,0.25,0.375,mem,0.745637593168704,0.845637593168704,0.875637593168704,0.7756375931687041,0.875637593168704
3,5,7,cz,random,medium,0.23809523809523808,0.6,zne,0.9372633813719974,1.0372633813719974,0.95,0.92,1.0372633813719974
5,6,3,swap,random,light,0.4,0.5,zne,0.6288096579593787,0.7288096579593787,0.7088096579593787,0.6988096579593787,0.7288096579593787
4,10,8,cz,random,heavy,0.3125,0.4,mem,0.8559114177723987,0.9559114177723986,0.95,0.9099114177723987,0.95
6,11,5,swap,random,heavy,0.36666666666666664,0.45454545454545453,zne,0.5595087131573555,0.6595087131573555,0.6595087131573555,0.6113268949755373,0.6595087131573555
2,3,8,cx,random,light,0.1875,0.0,mem,0.8751114677620963,0.9751114677620962,0.95,0.9051114677620963,0.95
7,8,3,cx,random,heavy,0.38095238095238093,0.625,zne,0.6218235260990983,0.7218235260990983,0.7018235260990983,0.6818235260990984,0.7218235260990983
8,13,4,swap,random,light,0.40625,0.6153846153846154,zne,0.6876101848775651,0.7876101848775651,0.7776101848775651,0.7268409541083343,0.7876101848775651
6,6,2,cx,random,light,0.5,0.5,zne,0.9491335643705653,1.0491335643705653,0.95,0.92,1.0491335643705653
4,4,2,cz,random,medium,0.5,0.5,zne,0.43184883286372533,0.5318488328637253,0.5018488328637254,0.4918488328637253,0.5318488328637253
6,9,6,cx,random,light,0.25,0.5555555555555556,zne,0.9428182647833661,1.0428182647833661,0.95,0.92,1.0428182647833661
4,6,8,cx,random,light,0.1875,0.3333333333333333,zne,0.9096864340156189,1.0096864340156189,0.95,0.92,1.0096864340156189
3,7,6,cx,random,medium,0.3888888888888889,0.2857142857142857,mem,0.6804247987144758,0.7804247987144758,0.7904247987144758,0.7447105130001901,0.7904247987144758
4,8,5,cx,random,light,0.4,0.375,zne,0.9643321277930554,1.0643321277930555,0.95,0.92,1.0643321277930555
8,11,4,cz,random,medium,0.34375,0.6363636363636364,zne,0.5496466497087066,0.6496466497087066,0.6396466497087065,0.5905557406177975,0.6496466497087066
4,8,6,cx,random,medium,0.3333333333333333,0.125,mem,0.6586288761769361,0.7586288761769361,0.7686288761769361,0.7036288761769361,0.7686288761769361
4,6,3,cz,random,medium,0.5,0.3333333333333333,none,0.7705660643955009,0.8705660643955009,0.8505660643955009,0.8005660643955009,0.7705660643955009
3,4,7,cx,random,medium,0.19047619047619047,0.5,zne,0.9617959567542187,1.0617959567542188,0.95,0.92,1.0617959567542188
3,4,6,swap,random,medium,0.2222222222222222,0.5,mem,0.7954058363040323,0.8954058363040323,0.9054058363040323,0.8554058363040322,0.9054058363040323
8,8,4,cx,random,heavy,0.25,0.75,zne,0.6500796287903259,0.7500796287903259,0.7400796287903258,0.7100796287903259,0.7500796287903259
5,6,4,swap,random,heavy,0.3,0.5,zne,0.5765416348699508,0.6765416348699508,0.6665416348699508,0.6665416348699508,0.6765416348699508
3,7,8,cx,random,medium,0.2916666666666667,0.2857142857142857,zne,0.9633801418147032,1.0633801418147033,0.95,0.92,1.0633801418147033
12,12,2,cx,random,medium,0.5,0.3333333333333333,zne,0.5614556532042477,0.6614556532042477,0.6314556532042477,0.6114556532042478,0.6614556532042477
3,7,8,cz,random,heavy,0.2916666666666667,0.5714285714285714,mem,0.7634483611066303,0.8634483611066303,0.8934483611066303,0.7934483611066303,0.8934483611066303
3,3,2,cx,random,heavy,0.5,0.3333333333333333,none,0.6859817651788703,0.7859817651788703,0.7559817651788703,0.7559817651788703,0.6859817651788703
6,7,3,cx,random,heavy,0.3888888888888889,0.5714285714285714,zne,0.49393941765370153,0.5939394176537015,0.5739394176537015,0.5582251319394158,0.5939394176537015
6,11,8,cz,random,heavy,0.22916666666666666,0.5454545454545454,mem,0.7280421052214983,0.8280421052214982,0.8580421052214983,0.7689511961305892,0.8580421052214983
4,8,8,swap,random,light,0.25,0.5,mem,0.6509014301962046,0.7509014301962046,0.7809014301962046,0.7109014301962047,0.7809014301962046
3,5,7,cx,random,light,0.23809523809523808,0.4,zne,0.9358569108374146,1.0358569108374147,0.95,0.92,1.0358569108374147
2,4,8,cz,random,light,0.25,0.5,zne,0.976786633442049,1.076786633442049,0.95,0.92,1.076786633442049
5,8,5,cx,random,light,0.32,0.25,zne,0.7064928447788835,0.8064928447788835,0.8064928447788835,0.7514928447788836,0.8064928447788835
3,3,5,swap,random,medium,0.2,0.3333333333333333,zne,0.9694297575945628,1.0694297575945628,0.95,0.92,1.0694297575945628
5,11,4,cx,random,heavy,0.55,0.09090909090909091,zne,0.3,0.4,0.39,0.32999999999999996,0.4
6,8,5,cz,random,light,0.26666666666666666,0.5,zne,0.9330710371918336,1.0330710371918337,0.95,0.92,1.0330710371918337
3,5,8,swap,random,medium,0.20833333333333334,0.2,zne,0.9852959455541012,1.0852959455541011,0.95,0.92,1.0852959455541011
9,9,2,cz,random,light,0.5,0.3333333333333333,zne,0.9155656588131091,1.0155656588131092,0.95,0.92,1.0155656588131092
5,6,5,cz,random,heavy,0.24,0.6666666666666666,zne,0.6967100049049058,0.7967100049049057,0.7967100049049057,0.7267100049049058,0.7967100049049057
2,3,7,swap,random,light,0.21428571428571427,0.3333333333333333,zne,0.9952118110542918,1.0952118110542919,0.95,0.92,1.0952118110542919
4,4,7,swap,random,heavy,0.14285714285714285,0.25,zne,0.954023220347639,1.054023220347639,0.95,0.92,1.054023220347639
8,11,3,cz,random,medium,0.4583333333333333,0.45454545454545453,zne,0.3,0.4,0.38,0.3518181818181818,0.4
6,9,6,swap,random,medium,0.25,0.4444444444444444,mem,0.6979435941182619,0.7979435941182619,0.8079435941182619,0.7279435941182619,0.8079435941182619
4,4,2,cz,random,heavy,0.5,0.5,none,0.7329858251458582,0.8329858251458582,0.8029858251458581,0.7629858251458582,0.7329858251458582
3,5,8,cz,random,medium,0.20833333333333334,0.2,mem,0.7312325518980156,0.8312325518980156,0.8612325518980156,0.7852325518980157,0.8612325518980156
6,6,5,swap,random,heavy,0.2,0.6666666666666666,zne,0.787587606980992,0.8875876069809919,0.8875876069809919,0.837587606980992,0.8875876069809919
4,5,5,cz,random,medium,0.25,0.4,zne,0.7608862773318068,0.8608862773318068,0.8608862773318068,0.7908862773318068,0.8608862773318068
2,2,5,cx,random,light,0.2,0.0,zne,1.0000000000288538,1.100000000028854,0.95,0.92,1.100000000028854
5,5,2,swap,random,light,0.5,0.6,none,0.8750807438092544,0.9750807438092544,0.9450807438092543,0.92,0.8750807438092544
3,5,6,cx,random,medium,0.2777777777777778,0.6,zne,0.9241313872078945,1.0241313872078945,0.95,0.92,1.0241313872078945
3,5,8,swap,random,light,0.20833333333333334,0.4,mem,0.7385419461154604,0.8385419461154604,0.8685419461154604,0.7925419461154605,0.8685419461154604
7,8,2,cx,random,medium,0.5714285714285714,0.25,zne,0.4182046420392025,0.5182046420392025,0.4882046420392025,0.4482046420392025,0.5182046420392025
4,8,4,cz,random,light,0.5,0.375,zne,0.7022004329882288,0.8022004329882287,0.7922004329882287,0.7472004329882288,0.8022004329882287
5,7,4,cx,random,light,0.35,0.42857142857142855,zne,0.932436666053698,1.032436666053698,0.95,0.92,1.032436666053698
5,8,5,cz,random,medium,0.32,0.5,zne,0.8818931475876205,0.9818931475876205,0.95,0.92,0.9818931475876205
5,12,6,cz,random,medium,0.4,0.3333333333333333,mem,0.77255197144709,0.87255197144709,0.88255197144709,0.80255197144709,0.88255197144709
2,4,8,swap,random,heavy,0.25,0.25,mem,0.797848294834683,0.897848294834683,0.927848294834683,0.827848294834683,0.927848294834683
3,4,8,swap,random,medium,0.16666666666666666,0.5,zne,0.9734068375885107,1.0734068375885106,0.95,0.92,1.0734068375885106
3,6,6,swap,random,medium,0.3333333333333333,0.16666666666666666,zne,0.9663103026973127,1.0663103026973126,0.95,0.92,1.0663103026973126
4,8,8,cx,random,light,0.25,0.5,zne,0.95686626007928,1.05686626007928,0.95,0.92,1.05686626007928
8,13,5,cz,random,light,0.325,0.6153846153846154,zne,0.7296000349624372,0.8296000349624372,0.8296000349624372,0.8057538811162833,0.8296000349624372
3,5,7,cx,random,heavy,0.23809523809523808,0.6,mem,0.7559110339334386,0.8559110339334386,0.8759110339334386,0.8099110339334387,0.8759110339334386
3,3,2,cx,random,heavy,0.5,0.6666666666666666,none,0.7585750554527114,0.8585750554527114,0.8285750554527114,0.7885750554527114,0.7585750554527114
2,2,5,cx,random,medium,0.2,0.5,zne,0.9705641689156634,1.0705641689156635,0.95,0.92,1.0705641689156635
7,8,3,cx,random,light,0.38095238095238093,0.5,zne,0.922529563208095,1.022529563208095,0.95,0.92,1.022529563208095
5,5,2,swap,random,heavy,0.5,0.8,zne,0.5919647186915462,0.6919647186915462,0.6619647186915463,0.6219647186915462,0.6919647186915462
5,5,4,cx,random,light,0.25,0.4,zne,0.7207839877506201,0.8207839877506201,0.8107839877506201,0.7507839877506202,0.8207839877506201
6,11,6,swap,random,light,0.3055555555555556,0.2727272727272727,mem,0.8631408945190873,0.9631408945190872,0.95,0.9040499854281782,0.95
5,5,2,cz,random,light,0.5,0.6,zne,0.44837049987364286,0.5483704998736428,0.5183704998736429,0.5023704998736429,0.5483704998736428
3,4,7,cz,random,medium,0.19047619047619047,0.5,zne,0.9499228689293242,1.0499228689293243,0.95,0.92,1.0499228689293243
4,10,5,swap,random,heavy,0.5,0.2,zne,0.5114815529726249,0.6114815529726249,0.6114815529726249,0.5534815529726249,0.6114815529726249
3,5,5,swap,random,medium,0.3333333333333333,0.6,zne,0.921271266128127,1.0212712661281271,0.95,0.92,1.0212712661281271
7,13,6,cz,random,light,0.30952380952380953,0.38461538461538464,mem,0.7916063223296473,0.8916063223296473,0.9016063223296473,0.8216063223296474,0.9016063223296473
3,4,4,cx,random,heavy,0.3333333333333333,0.5,zne,0.8787018638232067,0.9787018638232067,0.95,0.92,0.9787018638232067
5,9,6,swap,random,heavy,0.3,0.4444444444444444,mem,0.6810375161683726,0.7810375161683726,0.7910375161683726,0.7243708495017059,0.7910375161683726
7,11,5,cz,random,light,0.3142857142857143,0.45454545454545453,zne,0.6273087079929037,0.7273087079929037,0.7273087079929037,0.6791268898110856,0.7273087079929037
6,9,3,swap,random,light,0.5,0.2222222222222222,zne,0.8163352234330254,0.9163352234330254,0.8963352234330254,0.8596685567663588,0.9163352234330254
3,4,4,cz,random,light,0.3333333333333333,0.5,zne,0.9633858958195227,1.0633858958195228,0.95,0.92,1.0633858958195228
6,8,8,cz,random,medium,0.16666666666666666,0.25,mem,0.8479861863556521,0.9479861863556521,0.95,0.9079861863556522,0.95
5,5,2,swap,random,heavy,0.5,0.6,zne,0.5275376329274308,0.6275376329274308,0.5975376329274309,0.5575376329274309,0.6275376329274308
3,5,6,cx,random,heavy,0.2777777777777778,0.8,mem,0.8410935441863014,0.9410935441863014,0.95,0.9190935441863014,0.95
5,9,5,cz,random,medium,0.36,0.3333333333333333,zne,0.6552881871318409,0.7552881871318409,0.7552881871318409,0.7119548537985075,0.7552881871318409
2,2,6,swap,random,light,0.16666666666666666,0.0,zne,0.955214760579008,1.055214760579008,0.95,0.92,1.055214760579008
4,7,8,cz,random,heavy,0.21875,0.5714285714285714,mem,0.8684978839938957,0.9684978839938957,0.95,0.92,0.95
7,9,3,cx,random,medium,0.42857142857142855,0.6666666666666666,zne,0.5923402901483104,0.6923402901483103,0.6723402901483103,0.6623402901483103,0.6923402901483103
3,7,6,swap,random,light,0.3888888888888889,0.14285714285714285,zne,0.9880681346816245,1.0880681346816246,0.95,0.92,1.0880681346816246
5,7,6,cz,random,heavy,0.23333333333333334,0.8571428571428571,mem,0.7763942855283793,0.8763942855283793,0.8863942855283793,0.8578228569569507,0.8863942855283793
5,8,5,swap,random,heavy,0.32,0.25,zne,0.5272822125298069,0.6272822125298069,0.6272822125298069,0.5572822125298069,0.6272822125298069
2,3,4,cz,random,light,0.375,0.0,zne,0.9949017162631135,1.0949017162631136,0.95,0.92,1.0949017162631136
5,6,2,cz,random,heavy,0.6,0.3333333333333333,zne,0.3,0.4,0.37,0.35,0.4
